id,image_path,label,stage
dtd_0,stained_stained_0124.jpg,ood_test,test
dtd_1,wrinkled_wrinkled_0038.jpg,ood_test,test
dtd_2,studded_studded_0194.jpg,ood_test,test
dtd_3,bumpy_bumpy_0197.jpg,ood_test,test
dtd_4,frilly_frilly_0089.jpg,ood_test,test
dtd_5,bumpy_bumpy_0183.jpg,ood_test,test
dtd_6,studded_studded_0180.jpg,ood_test,test
dtd_7,gauzy_gauzy_0108.jpg,ood_test,test
dtd_8,stained_stained_0130.jpg,ood_test,test
dtd_9,gauzy_gauzy_0120.jpg,ood_test,test
dtd_10,matted_matted_0093.jpg,ood_test,test
dtd_11,stained_stained_0118.jpg,ood_test,test
dtd_12,dotted_dotted_0208.jpg,ood_test,test
dtd_13,stratified_stratified_0102.jpg,ood_test,test
dtd_14,polka-dotted_polka-dotted_0091.jpg,ood_test,test
dtd_15,sprinkled_sprinkled_0019.jpg,ood_test,test
dtd_16,stratified_stratified_0116.jpg,ood_test,test
dtd_17,gauzy_gauzy_0134.jpg,ood_test,test
dtd_18,matted_matted_0087.jpg,ood_test,test
dtd_19,wrinkled_wrinkled_0010.jpg,ood_test,test
dtd_20,crosshatched_crosshatched_0154.jpg,ood_test,test
dtd_21,porous_porous_0134.jpg,ood_test,test
dtd_22,meshed_meshed_0166.jpg,ood_test,test
dtd_23,bumpy_bumpy_0154.jpg,ood_test,test
dtd_24,pitted_pitted_0162.jpg,ood_test,test
dtd_25,studded_studded_0157.jpg,ood_test,test
dtd_26,studded_studded_0143.jpg,ood_test,test
dtd_27,cracked_cracked_0139.jpg,ood_test,test
dtd_28,meshed_meshed_0172.jpg,ood_test,test
dtd_29,bumpy_bumpy_0140.jpg,ood_test,test
dtd_30,porous_porous_0120.jpg,ood_test,test
dtd_31,crosshatched_crosshatched_0140.jpg,ood_test,test
dtd_32,matted_matted_0078.jpg,ood_test,test
dtd_33,porous_porous_0108.jpg,ood_test,test
dtd_34,pleated_pleated_0150.jpg,ood_test,test
dtd_35,crosshatched_crosshatched_0168.jpg,ood_test,test
dtd_36,matted_matted_0050.jpg,ood_test,test
dtd_37,cracked_cracked_0111.jpg,ood_test,test
dtd_38,frilly_frilly_0076.jpg,ood_test,test
dtd_39,bumpy_bumpy_0168.jpg,ood_test,test
dtd_40,waffled_waffled_0096.jpg,ood_test,test
dtd_41,frilly_frilly_0062.jpg,ood_test,test
dtd_42,cracked_cracked_0105.jpg,ood_test,test
dtd_43,matted_matted_0044.jpg,ood_test,test
dtd_44,pleated_pleated_0144.jpg,ood_test,test
dtd_45,smeared_smeared_0115.jpg,ood_test,test
dtd_46,grooved_grooved_0140.jpg,ood_test,test
dtd_47,blotchy_blotchy_0123.jpg,ood_test,test
dtd_48,lined_lined_0161.jpg,ood_test,test
dtd_49,lacelike_lacelike_0018.jpg,ood_test,test
dtd_50,perforated_perforated_0076.jpg,ood_test,test
dtd_51,blotchy_blotchy_0137.jpg,ood_test,test
dtd_52,lined_lined_0175.jpg,ood_test,test
dtd_53,chequered_chequered_0121.jpg,ood_test,test
dtd_54,grooved_grooved_0154.jpg,ood_test,test
dtd_55,smeared_smeared_0101.jpg,ood_test,test
dtd_56,chequered_chequered_0109.jpg,ood_test,test
dtd_57,crystalline_crystalline_0205.jpg,ood_test,test
dtd_58,flecked_flecked_0127.jpg,ood_test,test
dtd_59,smeared_smeared_0129.jpg,ood_test,test
dtd_60,lacelike_lacelike_0024.jpg,ood_test,test
dtd_61,potholed_potholed_0087.jpg,ood_test,test
dtd_62,lacelike_lacelike_0030.jpg,ood_test,test
dtd_63,flecked_flecked_0133.jpg,ood_test,test
dtd_64,crystalline_crystalline_0211.jpg,ood_test,test
dtd_65,grooved_grooved_0168.jpg,ood_test,test
dtd_66,bubbly_bubbly_0142.jpg,ood_test,test
dtd_67,spiralled_spiralled_0125.jpg,ood_test,test
dtd_68,banded_banded_0103.jpg,ood_test,test
dtd_69,cobwebbed_cobwebbed_0122.jpg,ood_test,test
dtd_70,woven_woven_0117.jpg,ood_test,test
dtd_71,cobwebbed_cobwebbed_0136.jpg,ood_test,test
dtd_72,woven_woven_0103.jpg,ood_test,test
dtd_73,paisley_paisley_0048.jpg,ood_test,test
dtd_74,potholed_potholed_0078.jpg,ood_test,test
dtd_75,banded_banded_0117.jpg,ood_test,test
dtd_76,spiralled_spiralled_0131.jpg,ood_test,test
dtd_77,bubbly_bubbly_0156.jpg,ood_test,test
dtd_78,spiralled_spiralled_0119.jpg,ood_test,test
dtd_79,freckled_freckled_0122.jpg,ood_test,test
dtd_80,paisley_paisley_0060.jpg,ood_test,test
dtd_81,potholed_potholed_0050.jpg,ood_test,test
dtd_82,paisley_paisley_0074.jpg,ood_test,test
dtd_83,potholed_potholed_0044.jpg,ood_test,test
dtd_84,perforated_perforated_0089.jpg,ood_test,test
dtd_85,freckled_freckled_0136.jpg,ood_test,test
dtd_86,braided_braided_0080.jpg,ood_test,test
dtd_87,marbled_marbled_0163.jpg,ood_test,test
dtd_88,spiralled_spiralled_0092.jpg,ood_test,test
dtd_89,interlaced_interlaced_0147.jpg,ood_test,test
dtd_90,cobwebbed_cobwebbed_0095.jpg,ood_test,test
dtd_91,blotchy_blotchy_0057.jpg,ood_test,test
dtd_92,dotted_dotted_0142.jpg,ood_test,test
dtd_93,perforated_perforated_0116.jpg,ood_test,test
dtd_94,dotted_dotted_0156.jpg,ood_test,test
dtd_95,perforated_perforated_0102.jpg,ood_test,test
dtd_96,cobwebbed_cobwebbed_0081.jpg,ood_test,test
dtd_97,veined_veined_0185.jpg,ood_test,test
dtd_98,interlaced_interlaced_0153.jpg,ood_test,test
dtd_99,chequered_chequered_0055.jpg,ood_test,test
dtd_100,smeared_smeared_0075.jpg,ood_test,test
dtd_101,marbled_marbled_0177.jpg,ood_test,test
dtd_102,spiralled_spiralled_0086.jpg,ood_test,test
dtd_103,freckled_freckled_0095.jpg,ood_test,test
dtd_104,braided_braided_0123.jpg,ood_test,test
dtd_105,swirly_swirly_0152.jpg,ood_test,test
dtd_106,flecked_flecked_0053.jpg,ood_test,test
dtd_107,banded_banded_0088.jpg,ood_test,test
dtd_108,woven_woven_0088.jpg,ood_test,test
dtd_109,swirly_swirly_0146.jpg,ood_test,test
