id,image_path,label,stage
imagenet-o_0,headset_0.9965918.jpg,ood_wild,train
imagenet-o_1,quadrate_0.99998045.jpg,ood_wild,train
imagenet-o_2,computerized_axial_tomography_scanner_CAT_scanner_0.9618492.jpg,ood_wild,train
imagenet-o_3,sandbag_0.9993542.jpg,ood_wild,train
imagenet-o_4,Sheetrock_0.9742838.jpg,ood_wild,train
imagenet-o_5,back_backrest_0.989287.jpg,ood_wild,train
imagenet-o_6,butt_weld_butt-weld_0.99919504.jpg,ood_wild,train
imagenet-o_7,jack_0.9989304.jpg,ood_wild,train
imagenet-o_8,sugar_candy_0.9907644.jpg,ood_wild,train
imagenet-o_9,ossuary_0.9936708.jpg,ood_wild,train
imagenet-o_10,telephone_jack_phone_jack_0.99033725.jpg,ood_wild,train
imagenet-o_11,hurricane_lamp_hurricane_lantern_tornado_lantern_storm_lantern_storm_lamp_0.9986358.jpg,ood_wild,train
imagenet-o_12,breakfast_0.9957455.jpg,ood_wild,train
imagenet-o_13,drift_net_0.99742234.jpg,ood_wild,train
imagenet-o_14,pitch_pine_northern_pitch_pine_Pinus_rigida_0.9996698.jpg,ood_wild,val
imagenet-o_15,pangolin_scaly_anteater_anteater_0.99973637.jpg,ood_wild,train
imagenet-o_16,bill_peak_eyeshade_visor_vizor_0.98900884.jpg,ood_wild,train
imagenet-o_17,Venn_diagram_Venn's_diagram_0.99643046.jpg,ood_wild,train
imagenet-o_18,Swiss_cheese_0.9952434.jpg,ood_wild,train
imagenet-o_19,gearbox_gear_box_gear_case_0.9801057.jpg,ood_wild,train
imagenet-o_20,archerfish_Toxotes_jaculatrix_0.99576724.jpg,ood_wild,train
imagenet-o_21,tyrannosaur_tyrannosaurus_Tyrannosaurus_rex_0.9999615.jpg,ood_wild,train
imagenet-o_22,Brussels_carpet_0.92938286.jpg,ood_wild,train
imagenet-o_23,whipcord_0.9964395.jpg,ood_wild,train
imagenet-o_24,phial_vial_ampule_ampul_ampoule_0.99986184.jpg,ood_wild,train
imagenet-o_25,triskelion_triskele_0.98953617.jpg,ood_wild,train
imagenet-o_26,car_bomb_0.998808.jpg,ood_wild,train
imagenet-o_27,silo_0.9995784.jpg,ood_wild,val
imagenet-o_28,hyson_0.9974947.jpg,ood_wild,train
imagenet-o_29,floor_flooring_0.9994998.jpg,ood_wild,train
imagenet-o_30,tomatillo_husk_tomato_Mexican_husk_tomato_0.9974892.jpg,ood_wild,train
imagenet-o_31,cigarette_butt_0.905507.jpg,ood_wild,train
imagenet-o_32,trophy_case_0.99650097.jpg,ood_wild,train
imagenet-o_33,AND_circuit_AND_gate_0.9905883.jpg,ood_wild,train
imagenet-o_34,club_sandwich_three-decker_triple-decker_0.984309.jpg,ood_wild,train
imagenet-o_35,sparring_partner_sparring_mate_0.9997578.jpg,ood_wild,train
imagenet-o_36,Allen_wrench_0.99940646.jpg,ood_wild,train
imagenet-o_37,miter_box_mitre_box_0.99610364.jpg,ood_wild,train
imagenet-o_38,food_court_0.99995434.jpg,ood_wild,val
imagenet-o_39,neon_lamp_neon_induction_lamp_neon_tube_0.9992662.jpg,ood_wild,val
imagenet-o_40,distributor_cap_0.90598387.jpg,ood_wild,train
imagenet-o_41,candy_confect_0.9984086.jpg,ood_wild,train
imagenet-o_42,stony_coral_madrepore_madriporian_coral_0.99943775.jpg,ood_wild,train
imagenet-o_43,detector_sensor_sensing_element_0.9987801.jpg,ood_wild,train
imagenet-o_44,dill_seed_0.9725389.jpg,ood_wild,val
imagenet-o_45,Spanish_dagger_Yucca_gloriosa_0.984277.jpg,ood_wild,train
imagenet-o_46,basil_sweet_basil_0.9827209.jpg,ood_wild,val
imagenet-o_47,pumpkin_0.9846718.jpg,ood_wild,train
imagenet-o_48,hand_glass_hand_mirror_0.9746483.jpg,ood_wild,train
imagenet-o_49,open-end_wrench_tappet_wrench_0.9997075.jpg,ood_wild,train
imagenet-o_50,Thompson_Seedless_0.98639965.jpg,ood_wild,train
imagenet-o_51,polish_gloss_glossiness_burnish_0.99737835.jpg,ood_wild,train
imagenet-o_52,stegosaur_stegosaurus_Stegosaur_stenops_0.9999466.jpg,ood_wild,train
imagenet-o_53,cleaners_dry_cleaners_0.9761871.jpg,ood_wild,train
imagenet-o_54,wicket_hoop_0.99939024.jpg,ood_wild,train
imagenet-o_55,baggage_0.98645824.jpg,ood_wild,train
imagenet-o_56,bracteole_bractlet_0.99998057.jpg,ood_wild,train
imagenet-o_57,sunflower_helianthus_0.9992305.jpg,ood_wild,train
imagenet-o_58,gumbo_okra_0.97982144.jpg,ood_wild,val
imagenet-o_59,drill_press_0.9986389.jpg,ood_wild,train
imagenet-o_60,oilfield_0.99839884.jpg,ood_wild,train
imagenet-o_61,taillight_tail_lamp_rear_light_rear_lamp_0.9999528.jpg,ood_wild,val
imagenet-o_62,telephone_system_phone_system_0.9993193.jpg,ood_wild,val
imagenet-o_63,motorized_wheelchair_0.9989949.jpg,ood_wild,train
imagenet-o_64,test_room_testing_room_0.9997725.jpg,ood_wild,train
imagenet-o_65,volva_0.9982046.jpg,ood_wild,train
imagenet-o_66,loser_0.9994199.jpg,ood_wild,train
imagenet-o_67,dongle_0.99204296.jpg,ood_wild,train
imagenet-o_68,bunk_bed_bunk_0.99969447.jpg,ood_wild,train
imagenet-o_69,Canadian_0.9994831.jpg,ood_wild,train
imagenet-o_70,graffito_graffiti_0.999811.jpg,ood_wild,train
imagenet-o_71,chromatic_color_chromatic_colour_spectral_color_spectral_colour_0.9987282.jpg,ood_wild,train
imagenet-o_72,nosh_0.99991655.jpg,ood_wild,train
imagenet-o_73,peppermint_peppermint_candy_0.9962089.jpg,ood_wild,train
imagenet-o_74,roller_tumbler_tumbler_pigeon_0.99809116.jpg,ood_wild,val
imagenet-o_75,Primus_stove_Primus_0.9994717.jpg,ood_wild,train
imagenet-o_76,silver_tree_Tarrietia_argyrodendron_0.9992718.jpg,ood_wild,val
imagenet-o_77,encaustic_0.99992394.jpg,ood_wild,train
imagenet-o_78,bedpan_0.9940095.jpg,ood_wild,train
imagenet-o_79,building_complex_complex_0.9932266.jpg,ood_wild,train
imagenet-o_80,cinnamon_roll_cinnamon_bun_cinnamon_snail_0.9988263.jpg,ood_wild,train
imagenet-o_81,grate_grating_0.9999963.jpg,ood_wild,train
imagenet-o_82,apple_butter_0.9993937.jpg,ood_wild,train
imagenet-o_83,brochette_0.9997702.jpg,ood_wild,train
imagenet-o_84,Easter_egg_0.9781146.jpg,ood_wild,train
imagenet-o_85,bacon-lettuce-tomato_sandwich_BLT_0.97444236.jpg,ood_wild,val
imagenet-o_86,crucian_carp_Carassius_carassius_Carassius_vulgaris_0.99940515.jpg,ood_wild,train
imagenet-o_87,black_walnut_0.9936639.jpg,ood_wild,train
imagenet-o_88,hose_0.99558747.jpg,ood_wild,train
imagenet-o_89,playpen_pen_0.99792296.jpg,ood_wild,train
imagenet-o_90,seashell_0.9988727.jpg,ood_wild,train
imagenet-o_91,pepper_0.98049873.jpg,ood_wild,train
imagenet-o_92,caribou_reindeer_Greenland_caribou_Rangifer_tarandus_0.99949014.jpg,ood_wild,train
imagenet-o_93,cash_register_register_0.9984547.jpg,ood_wild,train
imagenet-o_94,block_cube_0.9999498.jpg,ood_wild,train
imagenet-o_95,pale_yellow_straw_wheat_0.9997776.jpg,ood_wild,train
imagenet-o_96,liquid_crystal_display_LCD_0.9999969.jpg,ood_wild,val
imagenet-o_97,tinfoil_tin_foil_1.0.jpg,ood_wild,train
imagenet-o_98,Klansman_Ku_Kluxer_Kluxer_0.9999974.jpg,ood_wild,val
imagenet-o_99,goulash_Hungarian_goulash_gulyas_0.95701873.jpg,ood_wild,train
imagenet-o_100,snap_bean_snap_0.995223.jpg,ood_wild,train
imagenet-o_101,candy_cane_0.99966526.jpg,ood_wild,train
imagenet-o_102,peripheral_computer_peripheral_peripheral_device_0.9945581.jpg,ood_wild,train
imagenet-o_103,cog_sprocket_0.9985625.jpg,ood_wild,train
imagenet-o_104,juice_0.9800457.jpg,ood_wild,train
imagenet-o_105,orangeade_0.9779081.jpg,ood_wild,train
imagenet-o_106,earplug_0.9987301.jpg,ood_wild,train
imagenet-o_107,spicemill_0.9954847.jpg,ood_wild,train
imagenet-o_108,Indian_red_0.9933831.jpg,ood_wild,train
imagenet-o_109,baker_bread_maker_0.9941555.jpg,ood_wild,train
imagenet-o_110,chair_0.99902105.jpg,ood_wild,train
imagenet-o_111,fried_rice_Chinese_fried_rice_0.9934987.jpg,ood_wild,train
imagenet-o_112,fish_0.9937715.jpg,ood_wild,train
imagenet-o_113,thong_0.9968957.jpg,ood_wild,train
