id,image_path,label,stage
flowers102_0,image_07088.jpg,ood_test,test
flowers102_1,image_06396.jpg,ood_test,test
flowers102_2,image_05847.jpg,ood_test,test
flowers102_3,image_04581.jpg,ood_test,test
flowers102_4,image_03588.jpg,ood_test,test
flowers102_5,image_02696.jpg,ood_test,test
flowers102_6,image_07936.jpg,ood_test,test
flowers102_7,image_00081.jpg,ood_test,test
flowers102_8,image_07922.jpg,ood_test,test
flowers102_9,image_00095.jpg,ood_test,test
flowers102_10,image_02682.jpg,ood_test,test
flowers102_11,image_05853.jpg,ood_test,test
flowers102_12,image_04595.jpg,ood_test,test
flowers102_13,image_06382.jpg,ood_test,test
flowers102_14,image_00903.jpg,ood_test,test
flowers102_15,image_02872.jpg,ood_test,test
flowers102_16,image_02866.jpg,ood_test,test
flowers102_17,image_00917.jpg,ood_test,test
flowers102_18,image_05884.jpg,ood_test,test
flowers102_19,image_04542.jpg,ood_test,test
flowers102_20,image_02133.jpg,ood_test,test
flowers102_21,image_06355.jpg,ood_test,test
flowers102_22,image_00724.jpg,ood_test,test
flowers102_23,image_00042.jpg,ood_test,test
flowers102_24,image_06433.jpg,ood_test,test
flowers102_25,image_02655.jpg,ood_test,test
flowers102_26,image_04224.jpg,ood_test,test
flowers102_27,image_02641.jpg,ood_test,test
flowers102_28,image_04230.jpg,ood_test,test
flowers102_29,image_02899.jpg,ood_test,test
flowers102_30,image_00056.jpg,ood_test,test
flowers102_31,image_07739.jpg,ood_test,test
flowers102_32,image_06427.jpg,ood_test,test
flowers102_33,image_01348.jpg,ood_test,test
flowers102_34,image_06341.jpg,ood_test,test
flowers102_35,image_00730.jpg,ood_test,test
flowers102_36,image_05890.jpg,ood_test,test
flowers102_37,image_03239.jpg,ood_test,test
flowers102_38,image_04556.jpg,ood_test,test
flowers102_39,image_05648.jpg,ood_test,test
flowers102_40,image_02127.jpg,ood_test,test
flowers102_41,image_01406.jpg,ood_test,test
flowers102_42,image_06369.jpg,ood_test,test
flowers102_43,image_07077.jpg,ood_test,test
flowers102_44,image_00718.jpg,ood_test,test
flowers102_45,image_03211.jpg,ood_test,test
flowers102_46,image_05660.jpg,ood_test,test
flowers102_47,image_02669.jpg,ood_test,test
flowers102_48,image_05106.jpg,ood_test,test
flowers102_49,image_04218.jpg,ood_test,test
flowers102_50,image_03577.jpg,ood_test,test
flowers102_51,image_07711.jpg,ood_test,test
flowers102_52,image_01360.jpg,ood_test,test
flowers102_53,image_07705.jpg,ood_test,test
flowers102_54,image_01374.jpg,ood_test,test
flowers102_55,image_05112.jpg,ood_test,test
flowers102_56,image_03563.jpg,ood_test,test
flowers102_57,image_03205.jpg,ood_test,test
flowers102_58,image_05674.jpg,ood_test,test
flowers102_59,image_01412.jpg,ood_test,test
flowers102_60,image_07063.jpg,ood_test,test
flowers102_61,image_00283.jpg,ood_test,test
flowers102_62,image_03952.jpg,ood_test,test
flowers102_63,image_02494.jpg,ood_test,test
flowers102_64,image_04783.jpg,ood_test,test
flowers102_65,image_06194.jpg,ood_test,test
flowers102_66,image_01823.jpg,ood_test,test
flowers102_67,image_06180.jpg,ood_test,test
flowers102_68,image_01837.jpg,ood_test,test
flowers102_69,image_04797.jpg,ood_test,test
flowers102_70,image_05489.jpg,ood_test,test
