image,labels
f078a3f187c18ba9.jpg,healthy
b47ac8c5cf686e0a.jpg,frog_eye_leaf_spot
d8c6b98e9c981cf8.jpg,scab
e0b2d2a93984bd97.jpg,frog_eye_leaf_spot
eb6c88e07c1f2633.jpg,frog_eye_leaf_spot
c2df3edb221037b0.jpg,scab
85b52f9298d3f819.jpg,scab
cf7d6b1e5856a021.jpg,scab
f4b8c881ff488736.jpg,healthy
853bc7608670ceed.jpg,scab
e032cae9306ef751.jpg,powdery_mildew
dfc6621a8d273139.jpg,healthy
d0a98e4bfe61c3e0.jpg,rust
85d25ba389705e37.jpg,scab
c165dbe384089efa.jpg,frog_eye_leaf_spot
ff60c1b106523cbb.jpg,scab
cc3923cf14c5b63a.jpg,healthy
a898958f5afee824.jpg,healthy
83252f94f4d1d58d.jpg,frog_eye_leaf_spot
f4cba4a7294d6585.jpg,rust
950a346d0d36edda.jpg,healthy
c0b4778ba7de3e00.jpg,scab
aed725c6c42b0e35.jpg,rust
da9473d3a3151786.jpg,scab
b0eadbe40d62053f.jpg,healthy
f1eac3e0c507191f.jpg,frog_eye_leaf_spot
d2dd998698a7ec60.jpg,scab
a55f97b82a696d01.jpg,powdery_mildew
d4671a5e8d64c761.jpg,powdery_mildew
b0e6cfe4e649e444.jpg,healthy
839464c30fca9f9e.jpg,healthy
94dbe0dc07a1fe41.jpg,frog_eye_leaf_spot
d748d269c7610d75.jpg,healthy
f2e3c61f5985f009.jpg,powdery_mildew
ee2780ff9d471908.jpg,scab
9849732bc93267d9.jpg,healthy
f88f7f648108479d.jpg,scab
83f6eb92b4a9a454.jpg,healthy
b4d6d8c04db607b5.jpg,healthy
ca1dd4d2ef8c870a.jpg,frog_eye_leaf_spot
d078ababdffa0201.jpg,scab
da45e0fa5bccbd00.jpg,rust
d7edebd40042c2ab.jpg,scab
eaed96a48b728153.jpg,scab
fba4c2c5a64b24da.jpg,healthy
82ee15ccbc7470cb.jpg,healthy
ffe142d29f9a081a.jpg,scab
966e8204e3be42bf.jpg,scab
8f381b679cb0d0d9.jpg,scab
d5f91b139243d4e2.jpg,powdery_mildew
d5adcadc1d312525.jpg,frog_eye_leaf_spot
c7b478d648931597.jpg,scab
b2a2b59f8d6d1017.jpg,scab
aa73556daa1056cd.jpg,healthy
991ac8d8b08ff05f.jpg,healthy
adfc75ca5818c496.jpg,scab
c1c61c8270af577d.jpg,scab
84bd249a33788fa7.jpg,healthy
b19f0f2e611633a9.jpg,frog_eye_leaf_spot
ff9f8050aa362e43.jpg,scab
c292bc3e8758ee61.jpg,healthy
b0e6c182055afdf5.jpg,scab
89f0be0b882f5557.jpg,scab
91da79b829d534e8.jpg,scab
bc89929e6a596c35.jpg,healthy
9d34d9258879ed19.jpg,scab
a83cd5c7e1a48f62.jpg,frog_eye_leaf_spot
f4c82737028df669.jpg,scab
fd95c0d0784a7571.jpg,healthy
fa9fd0aa2a361aa1.jpg,healthy
9285d27e2b3725a5.jpg,scab
c1d03ec86a65ecb6.jpg,frog_eye_leaf_spot
88f570d396e01de3.jpg,frog_eye_leaf_spot
d4ceaaa7124ea783.jpg,frog_eye_leaf_spot
fb30c0f52e475256.jpg,healthy
8e98e20ace1abaeb.jpg,healthy
e569e742d9fa0123.jpg,frog_eye_leaf_spot
e63ab47a94411ced.jpg,healthy
f70792617c14f48e.jpg,scab
e1c14afb0b45b764.jpg,frog_eye_leaf_spot
eafed023ac463ea0.jpg,scab
b5c1d208d72d967c.jpg,scab
b4d0d2d089b5d9d5.jpg,frog_eye_leaf_spot
d6e0955da2566a4e.jpg,rust
aaa555a5aaabb292.jpg,scab
bad6cdcbc493a064.jpg,rust
a1b0d2d51d5f1a95.jpg,rust
ae95c30fcd622c71.jpg,scab
85acd23a0b659d97.jpg,rust
bf3d819ac0c3dd0c.jpg,rust
80decb70b3295bb2.jpg,healthy
8b1fba5efa125418.jpg,healthy
c9c2b57f1438b62c.jpg,healthy
950dca6ab63c4be8.jpg,scab
b0dbdb61bc663092.jpg,scab
c0cbd4be96b58721.jpg,frog_eye_leaf_spot
fdc85a88cfc78682.jpg,frog_eye_leaf_spot
bfc86719271047f1.jpg,scab
c1e3f343646c1f58.jpg,scab
845e6e3b919ed660.jpg,healthy
c88e88dd80f9bf51.jpg,healthy
ba3dc39ed5984251.jpg,frog_eye_leaf_spot
bed0a9764b8d0d31.jpg,rust
f80f89f0d0c671cd.jpg,healthy
d8b636c6e1a1eb22.jpg,powdery_mildew
95f565a7c849634c.jpg,powdery_mildew
d82f93d9a31905f8.jpg,healthy
e2b535c80d26bd2b.jpg,frog_eye_leaf_spot
c2963c6de14ede18.jpg,frog_eye_leaf_spot
81d5c3709f4e314f.jpg,rust
ea01f3d49b327952.jpg,rust
e573c213ab413dcc.jpg,healthy
c783c6c3ce15dc19.jpg,frog_eye_leaf_spot
a0acbcb49c5c172f.jpg,frog_eye_leaf_spot
af60c467c7278387.jpg,frog_eye_leaf_spot
e007da8a3d88a3fe.jpg,scab
d2b2db99c945c44e.jpg,frog_eye_leaf_spot
9dfc3532f494c0cc.jpg,powdery_mildew
fddb85ca0c2e3434.jpg,scab
d73fd380c5c3e0c8.jpg,scab
e536de6339cc2889.jpg,scab
f7fd00f08226365e.jpg,scab
f8963e18e5453752.jpg,scab
8f20be1ad23cd725.jpg,scab
d007233d89f3eaf0.jpg,healthy
b1bd5b405ae45a2d.jpg,frog_eye_leaf_spot
9d751601cf3f30f0.jpg,scab
d2cf7ab25023870f.jpg,scab
fd13a02043ffd546.jpg,scab
be214a8a97fc512d.jpg,scab
8c2bb1e6bc87329c.jpg,healthy
f7823f4f7f0a1820.jpg,healthy
99fbf080d017929f.jpg,scab
e3a4b7b5bb484309.jpg,scab
af029b097a21b7d6.jpg,healthy
b9d6102bd7cb85d0.jpg,frog_eye_leaf_spot
beba20e79345c670.jpg,scab
9dd9370b620d0ee3.jpg,healthy
c187277f3b30cc4c.jpg,powdery_mildew
aace6c4515ea3cb4.jpg,frog_eye_leaf_spot
a18f176769c3c07c.jpg,healthy
90f97e1ee0261b27.jpg,rust
9238981f6cc3f60f.jpg,frog_eye_leaf_spot
9d05618f3c77a456.jpg,rust
9e27229aded47512.jpg,frog_eye_leaf_spot
83f00b3aafcab28b.jpg,powdery_mildew
b4ed0b23ef1a504e.jpg,frog_eye_leaf_spot
ca978941cb7b1ab2.jpg,frog_eye_leaf_spot
92beb583843567e1.jpg,scab
869ecada95197b30.jpg,scab
819c8fd2754f526c.jpg,healthy
fc8580e85eecb938.jpg,rust
a393d36b6534325a.jpg,healthy
984fa9ca5c25e64b.jpg,healthy
a0b0b291413fe5bf.jpg,healthy
c7379d49d16511a6.jpg,healthy
bc51d26af4e5a08b.jpg,healthy
85e36e1b30afca61.jpg,rust
e5bdc24a10d65e78.jpg,healthy
fcb02b4a9cc8f8b8.jpg,frog_eye_leaf_spot
ffd9d1c180003f37.jpg,healthy
8d0f987126dcd44f.jpg,rust
f4328feb81c883ad.jpg,scab
96ed12126c1a86ff.jpg,scab
a8e1bc575f2b0155.jpg,scab
ff81926dad3c3034.jpg,scab
ccbd3fc664198076.jpg,scab
aba0dd62dc26dd22.jpg,healthy
dd3b0a638c787316.jpg,rust
8652368cba3f4cd3.jpg,powdery_mildew
c81e7f7340f43722.jpg,frog_eye_leaf_spot
e9e8ad35c5871d06.jpg,rust
957a2af29e52b2a2.jpg,scab
d2b592801f7c678b.jpg,healthy
c9853ff5d0c147a4.jpg,scab
d1e000973ef4f8f8.jpg,scab
b6b26a5b416d6562.jpg,frog_eye_leaf_spot
cafd4357ba02712a.jpg,scab
e145d626af231675.jpg,frog_eye_leaf_spot
f21e80e56bc761b8.jpg,scab
8ab57810f73ec568.jpg,scab
f2a19a8d38de2c33.jpg,frog_eye_leaf_spot
d8d36100cf65dc8f.jpg,scab
db15ebaac07cd0a8.jpg,healthy
ebcfc460846470fd.jpg,frog_eye_leaf_spot
d4ab72ac33ccb413.jpg,frog_eye_leaf_spot
c8d60c2f5ca95c7a.jpg,healthy
b8e99c6ddd8d041c.jpg,scab
923fd2cb9b0c6c61.jpg,powdery_mildew
d2605a987e9779a4.jpg,rust
e0bfc0a8dde48ee0.jpg,frog_eye_leaf_spot
aaf5d596828adac8.jpg,healthy
c38328f8fb0d11fc.jpg,frog_eye_leaf_spot
af14d629ea6f1826.jpg,scab
9ad9464c78f63916.jpg,scab
9485dfd2c1376338.jpg,frog_eye_leaf_spot
f063873484735b9b.jpg,healthy
c274c3c3d76f141c.jpg,scab
c7986fe4a50a66c5.jpg,powdery_mildew
d8dec0e1b572b8d0.jpg,scab
aaade70c8c9cdcc8.jpg,frog_eye_leaf_spot
a787377fec4040b8.jpg,frog_eye_leaf_spot
a1b44392da4bad6d.jpg,frog_eye_leaf_spot
b7ea52c0db837f00.jpg,frog_eye_leaf_spot
aaa840f5e80adef5.jpg,rust
f98383651e757131.jpg,frog_eye_leaf_spot
f8801f3f01e94e67.jpg,healthy
b1689792cf837cd0.jpg,scab
f4bf8ca7352050bc.jpg,healthy
d46f7e4a73c00996.jpg,powdery_mildew
c382ed64c07dfea0.jpg,scab
ac4fd4118a9e2df8.jpg,scab
e231c5c59f3b48d8.jpg,healthy
dbc9b838d9c44d94.jpg,scab
fca58b8f564f4302.jpg,healthy
da1e486ec62c969d.jpg,rust
d49df9511dc46698.jpg,frog_eye_leaf_spot
b2b087dab558a1ea.jpg,rust
97abdad2485a4b25.jpg,healthy
a8e492a69197dbd2.jpg,healthy
ad9ae5ef40ca6845.jpg,scab
e9adc2d4ffe820a0.jpg,healthy
e86e95c92d24359e.jpg,healthy
f99790d2834b0e79.jpg,healthy
d58467cf00bcf370.jpg,powdery_mildew
d036689b16a6ec6d.jpg,powdery_mildew
fcff07c6e0c0cc03.jpg,healthy
ef8e602d2ae6b425.jpg,scab
c1583d30e0e1d5f7.jpg,healthy
b4f43aac7943a946.jpg,scab
d8d4b4ca17412f2f.jpg,scab
ab639551459966bc.jpg,healthy
ba9ee28481257773.jpg,scab
86865de4ab52a976.jpg,frog_eye_leaf_spot
a552ea11c58fcd6c.jpg,healthy
81c36e378473c93e.jpg,powdery_mildew
807947b90eb77856.jpg,rust
bdd2d8af806e802f.jpg,scab
92d26b42e665b26d.jpg,scab
aaf897529c4b8d4c.jpg,scab
9472e4d782deb192.jpg,rust
cc7ab3c418929abd.jpg,scab
868e664dd46569b9.jpg,powdery_mildew
dee9f510de0450ae.jpg,scab
f08374f00f0673de.jpg,scab
ac30968e6fb4d8e1.jpg,healthy
953f3074707063b7.jpg,frog_eye_leaf_spot
de6d6a13bc0aa4b2.jpg,scab
d7e4c2007fbb681a.jpg,rust
8b8a705362baeaea.jpg,rust
f50a6d96487aeb81.jpg,rust
9587708423af6b3e.jpg,scab
e17bd2c0c99e0dca.jpg,scab
a22d322b3df799c0.jpg,scab
a4ba528c9d596f2c.jpg,rust
aba42097fea0175b.jpg,frog_eye_leaf_spot
f26cc934c4e0ee17.jpg,healthy
9fb32c2ad4632a47.jpg,scab
bb3f9bc0c87520b2.jpg,scab
85918f9ed25d58c5.jpg,scab
c1aca7b13583b6d2.jpg,scab
da2115bd3736b071.jpg,rust
deef9a7818684187.jpg,healthy
cd303b79927fc205.jpg,healthy
cac737494f60950f.jpg,scab
a8fe9f432f452491.jpg,frog_eye_leaf_spot
b4bf9ba04905fe06.jpg,frog_eye_leaf_spot
b0e88695693aa55f.jpg,healthy
f8c0c39fd83d34a8.jpg,frog_eye_leaf_spot
dccc7085e900c5ff.jpg,scab
a7dacc7c0933d24c.jpg,scab
f92552169152efa5.jpg,frog_eye_leaf_spot
c8cc6d2701337bb3.jpg,scab
eb45234b52bb44ab.jpg,rust
c0887551eebf2b15.jpg,scab
812a9ac1796bf5c3.jpg,healthy
961a8f69cd659c43.jpg,scab
e61bc1839cc74d65.jpg,healthy
97de6fbc504a9222.jpg,scab
bdaa8585deb0ea88.jpg,healthy
c5b53783e209b68e.jpg,rust
f63c7c880f6fa2c0.jpg,powdery_mildew
cad266c5af39a832.jpg,healthy
c5fc3e8592378d0a.jpg,powdery_mildew
d2b82feb78ec8d00.jpg,healthy
93b06dcac6763354.jpg,powdery_mildew
aa62d1a5cba6ea54.jpg,scab
96b625968ba9bea0.jpg,healthy
d54aadde341292b3.jpg,rust
da0fb9fc305cf048.jpg,scab
908537e80ef843df.jpg,powdery_mildew
f8de0a0a7a7a1633.jpg,healthy
c5a4af9d2849dd0b.jpg,healthy
f2a7cc185b4c9b94.jpg,frog_eye_leaf_spot
e5adc490107378ef.jpg,healthy
be828085cbce5e5d.jpg,healthy
92d96c84933cd5ea.jpg,scab
bf93801bb0aad24f.jpg,healthy
c8bc744ab65106bf.jpg,healthy
cde12b82c8799cc7.jpg,healthy
8c7a63253ad82ece.jpg,scab
999253817358fa75.jpg,frog_eye_leaf_spot
d5ea77958a3b8830.jpg,scab
a50b871ed8b2b0f6.jpg,healthy
f0cacb951cd073e1.jpg,healthy
ab28c0fd86d14fd8.jpg,scab
a26add35f4737005.jpg,healthy
d59737ed053066a1.jpg,frog_eye_leaf_spot
e155c51bd5889b5c.jpg,powdery_mildew
fab0992adc3580eb.jpg,rust
d0ff35d0e0cac10f.jpg,scab
c332cb3a8f720d27.jpg,healthy
9509cd594073b3f5.jpg,rust
d03180ff1ff63906.jpg,healthy
a19ec7609f6458f4.jpg,healthy
8ff4c30acbc09f8a.jpg,scab
d8fe6cb40363dd04.jpg,scab
d0e4bb7ee916032a.jpg,healthy
e6e0c9ce668692cb.jpg,scab
e7ebc7be40512c84.jpg,rust
bdcfd08045d6aab4.jpg,healthy
fe33811d3fc2b068.jpg,powdery_mildew
cdc871e816d634b5.jpg,powdery_mildew
a5b8b7b852b90d49.jpg,healthy
c6f83b8fc1607954.jpg,healthy
aa9fa473a30b150f.jpg,scab
d6c992e9d084e3a7.jpg,healthy
edd7520b2c48c4bd.jpg,frog_eye_leaf_spot
ad53c34bda20e1e9.jpg,healthy
e83f9fa0cc63809d.jpg,scab
a24dd6cb0417fb32.jpg,rust
c03c1fc07b9f360b.jpg,frog_eye_leaf_spot
f4f17498e033c723.jpg,frog_eye_leaf_spot
c7a88059fc6d44ee.jpg,healthy
8626168d7d3133d7.jpg,frog_eye_leaf_spot
8381c319657dfb68.jpg,rust
f0b488b660579d6e.jpg,scab
8cbcb762ad3be880.jpg,rust
e2760b9a8e1cc6e9.jpg,rust
a7ebeb6bc3410514.jpg,healthy
a0d4c54addcab45e.jpg,rust
dc0acfe53c673190.jpg,healthy
b03770fa364bc12d.jpg,healthy
81c56385cf38df19.jpg,scab
ae703e5afd417540.jpg,scab
adcad2aa52d57342.jpg,healthy
e5e4319dc82d06d7.jpg,healthy
c175cb88f4b526e4.jpg,frog_eye_leaf_spot
e642dddf1c19312c.jpg,healthy
88ff1a2ce9a4e16a.jpg,scab
e3e3d1921af074e4.jpg,frog_eye_leaf_spot
811f8189e9cb2bfa.jpg,scab
d8ec2836ddce061b.jpg,frog_eye_leaf_spot
f12da1e03483f0bf.jpg,scab
8ddd5ec1c0de38c4.jpg,healthy
819a123b5a157ff2.jpg,healthy
956ad89e32ba1363.jpg,frog_eye_leaf_spot
8991759f4ad0d5b1.jpg,scab
eeb481a75c3295b8.jpg,frog_eye_leaf_spot
b0a5c2facf442e17.jpg,healthy
926d256b14baecd2.jpg,healthy
a1f321167a8cdb8e.jpg,scab
edd4c1cb0f9d3428.jpg,healthy
9ec7295cb1d44c2d.jpg,powdery_mildew
e15b58cbad32ed04.jpg,rust
8ec83a5cf00df571.jpg,scab
8dd4bca9ca56be80.jpg,scab
a5a9791e87b46c54.jpg,rust
fc83c05b8f247e31.jpg,healthy
e2f005e3de0f94b4.jpg,scab
96d1a52dac752237.jpg,healthy
87fa4e55a529a2e2.jpg,healthy
b593c281e9cfc14b.jpg,healthy
d4a097a54ec52be3.jpg,healthy
c6ef2e6c89dc9190.jpg,scab
a6b6f6cae4394189.jpg,healthy
edca58b473157861.jpg,scab
a8a7fcaed0788323.jpg,healthy
f724c2dec3c884cd.jpg,healthy
cac57bc58b1ca8d2.jpg,scab
e1f112f8656464af.jpg,healthy
fa23d4574a525c4b.jpg,rust
addcdea84d315350.jpg,scab
c521af133986bfc8.jpg,frog_eye_leaf_spot
e0f6c61c4eb8698b.jpg,healthy
c3bd40abc26b91c7.jpg,scab
c191a46d897ad697.jpg,frog_eye_leaf_spot
92e997918ebaa2a3.jpg,rust
d7b8c3c20f61389b.jpg,healthy
b4e7d2c3fe170908.jpg,healthy
88b3f86bc843d58d.jpg,rust
ba29d0fb91d0358d.jpg,healthy
dde793d8e601c432.jpg,scab
f3b19b71a064687c.jpg,rust
b0c58a70c5b1379f.jpg,frog_eye_leaf_spot
aa7ea5d487b48d18.jpg,rust
80fb7d79f090434b.jpg,frog_eye_leaf_spot
ece5d4e4d517029a.jpg,frog_eye_leaf_spot
e761c89bd82f314c.jpg,frog_eye_leaf_spot
e0e2d43ebc72c49a.jpg,healthy
87ccf92cac2565f0.jpg,frog_eye_leaf_spot
9ef144c9da1a616d.jpg,healthy
82964c6d5a54b35f.jpg,scab
943e96f2b82f68a4.jpg,rust
add89428dac1e9f8.jpg,rust
c5a2da4d9b2d51a5.jpg,healthy
aad5940a952f9eb8.jpg,healthy
afb2de2e49cd10c4.jpg,healthy
c3983c65478f94dc.jpg,healthy
f29cc6dba8071617.jpg,frog_eye_leaf_spot
ef2884a55ed6e892.jpg,healthy
b8ac82edcd8d6c4a.jpg,healthy
edda50958b8273ac.jpg,frog_eye_leaf_spot
bcdbb16d2868b1c2.jpg,healthy
efe7a1858684c595.jpg,frog_eye_leaf_spot
b50dd2a581f2e90f.jpg,scab
fab0b25f94430be1.jpg,scab
952a2e7cf279508d.jpg,rust
b558d09e8bbe9c05.jpg,healthy
80f4549ce81eefe1.jpg,healthy
f2a78cc9b1069b72.jpg,frog_eye_leaf_spot
90bb8dcc6f0c58b9.jpg,rust
f49f808296935b1f.jpg,healthy
ba94b49782df03f0.jpg,healthy
a30b7c9e90c79738.jpg,healthy
e2ad1c3cbc375a90.jpg,rust
85b92fb08e72da0b.jpg,scab
a44b84ae7b38233f.jpg,powdery_mildew
f590c0fdc378c570.jpg,scab
c1f374d78f40c827.jpg,healthy
9985ad607dc6707a.jpg,scab
ae94877a8d699c64.jpg,healthy
f0fccab82aa97d02.jpg,healthy
96e6e64aba70154d.jpg,frog_eye_leaf_spot
b5ce6ec4cafa3041.jpg,scab
f43ac2b04acb78cd.jpg,scab
89b71da28857e672.jpg,healthy
e7dbd265ca248e90.jpg,rust
fa2cdad71cda1228.jpg,rust
ba63e042cbc745cd.jpg,scab
c5e5c8c21f433d0f.jpg,scab
d057c7c0fecf4038.jpg,scab
966d7adab021433e.jpg,healthy
c7f9872221cc964f.jpg,frog_eye_leaf_spot
cd3f349dc066c439.jpg,frog_eye_leaf_spot
8490712d5f8fbb23.jpg,healthy
a50fc3ce67617a30.jpg,rust
957669b26a51b649.jpg,scab
c93d81b5178117db.jpg,scab
f09cca87d9e81556.jpg,scab
e51b7187619e24dc.jpg,healthy
e36acc9aa3c21b96.jpg,rust
8bf8dc40ec70a4fa.jpg,healthy
e15abdc1529d4a8e.jpg,rust
85c1b6cba4385eb9.jpg,healthy
e5d91756a2aa5a45.jpg,healthy
c3c0fc1566b09cf9.jpg,frog_eye_leaf_spot
a08fea1ef268d85c.jpg,powdery_mildew
98810a3d6d3bbe5a.jpg,scab
dd318529cd498eb5.jpg,scab
b1a743f74a425f42.jpg,frog_eye_leaf_spot
9bfac2d0c2ab40be.jpg,scab
80c190d95bf963f6.jpg,healthy
f049c3a30edf3c98.jpg,healthy
9d9c100b78fbd949.jpg,powdery_mildew
a0bfd5838a01fd0f.jpg,scab
a0c0c2dad98d5ebd.jpg,healthy
c5319a4f47e2f0c6.jpg,scab
a09dd0cc6768b3da.jpg,healthy
bc21db638bf2b242.jpg,healthy
ad82b3d5bc456a38.jpg,rust
e899d44d97092b6d.jpg,healthy
cae2680ea2abebac.jpg,healthy
b503f30cc11fc0fe.jpg,frog_eye_leaf_spot
97a3789e815c8fe0.jpg,rust
ccce687c013fe0f2.jpg,scab
ed9ece0ece85082b.jpg,scab
fe32c8cb412aac5e.jpg,healthy
aded180ce7fd4418.jpg,scab
c095bf389b6bd842.jpg,healthy
f4d4e9d1a1a0b536.jpg,healthy
c5bd75916890af98.jpg,scab
87a7d1d8e4d65254.jpg,healthy
adc850cb5bd56dc0.jpg,scab
d3945c098edc9dd1.jpg,rust
976e1ec60dcb023d.jpg,healthy
ddf4d8021ac8f27c.jpg,healthy
cc3d32818ff26572.jpg,frog_eye_leaf_spot
d7d910442f97d856.jpg,frog_eye_leaf_spot
dd2b55650be44d49.jpg,powdery_mildew
897a766364c0d9d9.jpg,scab
8a832536921ecbfd.jpg,scab
8ec3a78dd5d15216.jpg,rust
f120922ccb33efa9.jpg,scab
a43fc47aa3e439c4.jpg,healthy
c3ffeb8d42c80594.jpg,frog_eye_leaf_spot
83e534c523eebab0.jpg,healthy
ea22d7c70f9ad418.jpg,healthy
fca3f83e81b0c1ac.jpg,healthy
a186c6d87a212fcf.jpg,scab
de0dd7608d6ea2d0.jpg,rust
fd1bc57aaca91403.jpg,frog_eye_leaf_spot
a2e392264b377971.jpg,frog_eye_leaf_spot
a5ee4b14a5aa9a59.jpg,frog_eye_leaf_spot
f4888cbc63b9c23d.jpg,powdery_mildew
f529c3a15596e994.jpg,healthy
c7820991322fe5bf.jpg,scab
e0f0e70384df033f.jpg,scab
a4cb96a761f101be.jpg,healthy
ade6a7548b346934.jpg,healthy
85fc945c9e68552b.jpg,frog_eye_leaf_spot
cd668611cd84e9de.jpg,powdery_mildew
86824fd8214fedf2.jpg,powdery_mildew
d9cac80457f59b31.jpg,healthy
9bdcc23296db1516.jpg,healthy
e8e5d287804c3fdc.jpg,scab
f2c1a92965ba5719.jpg,scab
fd25c3700f51c8f2.jpg,healthy
ff98c23ce05364e2.jpg,healthy
bee6c10382e4d7a9.jpg,frog_eye_leaf_spot
897c3c3b82e174b9.jpg,scab
d51d24818a4f5f5e.jpg,rust
f492c465e8649b37.jpg,scab
95f1238a96c4de6c.jpg,scab
d6c64d877cfc3808.jpg,healthy
89e926943ba5693b.jpg,rust
d1c06185fdfb308e.jpg,frog_eye_leaf_spot
c5a137f13683cb46.jpg,frog_eye_leaf_spot
d37862f31e848778.jpg,powdery_mildew
bcc9e9e9c10b0795.jpg,powdery_mildew
d5412ad6ae685b78.jpg,healthy
bdb485fa17c87244.jpg,frog_eye_leaf_spot
fea394d7d86aa005.jpg,healthy
cf11b57af4788889.jpg,frog_eye_leaf_spot
99f14b463ecca08f.jpg,scab
93863bb5a1eb4469.jpg,frog_eye_leaf_spot
949437f0688be73a.jpg,rust
d04639dec3e096f1.jpg,scab
eb66c3e3c112c5d2.jpg,healthy
b3eba582cc133e15.jpg,scab
d8e061b74b4c9f68.jpg,rust
ff7cf9ca80419095.jpg,rust
e94663ad9c2ee530.jpg,rust
f474d2c8c70d725a.jpg,healthy
e19137d68ed68c38.jpg,rust
ef5a849d9dac4a84.jpg,frog_eye_leaf_spot
9fb28ac8e13931b9.jpg,scab
a380d784cbdd09ed.jpg,scab
81e73b75d30306e9.jpg,frog_eye_leaf_spot
a13b3f73c0b4a658.jpg,healthy
f421d0f700c6d3be.jpg,scab
8bf87605d2b3a323.jpg,healthy
f53997d34c8e302c.jpg,healthy
8e8573a7a271629b.jpg,frog_eye_leaf_spot
c43ea5db94a26c6a.jpg,scab
dfa488878aef88e4.jpg,healthy
e1ca96ad9c94159d.jpg,frog_eye_leaf_spot
8989ba6ac1c3eae9.jpg,powdery_mildew
d9b001e39f2d3e8c.jpg,scab
de416038ac9f0f5e.jpg,frog_eye_leaf_spot
afb227171c565558.jpg,scab
9a636e1c3c0496ef.jpg,rust
e13be7f1105e8f80.jpg,rust
dda12f3f81052d74.jpg,healthy
f4f96b1ed8a80385.jpg,rust
97c0d31d3c343b36.jpg,healthy
c07879c8f138d771.jpg,rust
ad93e28fbc0c11ce.jpg,powdery_mildew
c08f78701497ff54.jpg,healthy
abe1cabfc6190e18.jpg,healthy
d6b8c9c8fac6a0c5.jpg,healthy
e8aff80715332ae1.jpg,scab
831b6f89dba6130e.jpg,scab
d0b6239bc63cd2d2.jpg,scab
ceb9154e4b403a3f.jpg,healthy
ddd8d0c20f073c73.jpg,scab
dcb474a5f5631c42.jpg,healthy
e57cb52fa0b05ae0.jpg,frog_eye_leaf_spot
dc14ca65a3825b3f.jpg,healthy
da3f9a971817601e.jpg,frog_eye_leaf_spot
8780f1e18d3c1e3f.jpg,healthy
b23434724e9bd4cb.jpg,powdery_mildew
c1b296069bf03dec.jpg,scab
fdbd57f00a81c21c.jpg,healthy
a1749502de2faa9e.jpg,rust
8afe8088de0a7f78.jpg,scab
f865cc9c1d66c136.jpg,powdery_mildew
e580b571b523ea3c.jpg,rust
d8f4cc9c3d2831f2.jpg,scab
ccc1f9631f608b36.jpg,scab
807dcd0bd2b0b6b9.jpg,frog_eye_leaf_spot
9b3648259a994f6d.jpg,powdery_mildew
94da81a42fac2fb5.jpg,scab
9d4bb55d88dd4289.jpg,rust
c7c317972ee0a523.jpg,frog_eye_leaf_spot
c5861f35c0dce725.jpg,healthy
c9c68d6632b46679.jpg,healthy
85ca96c786858dde.jpg,healthy
fc28ca963dc890f3.jpg,healthy
9631cb0f8ed839c6.jpg,scab
a64cf7a8cc933c32.jpg,healthy
ff60e3b0c1638ae2.jpg,scab
c29a39f9d8510f9c.jpg,healthy
