id,image_path,label,stage
plant_pathology_0,f078a3f187c18ba9.jpg,healthy,train
plant_pathology_1,b47ac8c5cf686e0a.jpg,frog_eye_leaf_spot,train
plant_pathology_2,d8c6b98e9c981cf8.jpg,scab,train
plant_pathology_3,e0b2d2a93984bd97.jpg,frog_eye_leaf_spot,train
plant_pathology_4,eb6c88e07c1f2633.jpg,frog_eye_leaf_spot,train
plant_pathology_5,c2df3edb221037b0.jpg,scab,train
plant_pathology_6,85b52f9298d3f819.jpg,scab,train
plant_pathology_7,cf7d6b1e5856a021.jpg,scab,train
plant_pathology_8,f4b8c881ff488736.jpg,healthy,train
plant_pathology_9,853bc7608670ceed.jpg,scab,train
plant_pathology_10,e032cae9306ef751.jpg,powdery_mildew,train
plant_pathology_11,dfc6621a8d273139.jpg,healthy,train
plant_pathology_12,d0a98e4bfe61c3e0.jpg,rust,train
plant_pathology_13,85d25ba389705e37.jpg,scab,train
plant_pathology_14,c165dbe384089efa.jpg,frog_eye_leaf_spot,train
plant_pathology_15,ff60c1b106523cbb.jpg,scab,train
plant_pathology_16,cc3923cf14c5b63a.jpg,healthy,train
plant_pathology_17,a898958f5afee824.jpg,healthy,train
plant_pathology_18,83252f94f4d1d58d.jpg,frog_eye_leaf_spot,train
plant_pathology_19,f4cba4a7294d6585.jpg,rust,train
plant_pathology_20,950a346d0d36edda.jpg,healthy,train
plant_pathology_21,c0b4778ba7de3e00.jpg,scab,train
plant_pathology_22,aed725c6c42b0e35.jpg,rust,train
plant_pathology_23,da9473d3a3151786.jpg,scab,train
plant_pathology_24,b0eadbe40d62053f.jpg,healthy,train
plant_pathology_25,f1eac3e0c507191f.jpg,frog_eye_leaf_spot,train
plant_pathology_26,d2dd998698a7ec60.jpg,scab,train
plant_pathology_27,a55f97b82a696d01.jpg,powdery_mildew,train
plant_pathology_28,d4671a5e8d64c761.jpg,powdery_mildew,train
plant_pathology_29,b0e6cfe4e649e444.jpg,healthy,train
plant_pathology_30,839464c30fca9f9e.jpg,healthy,train
plant_pathology_31,94dbe0dc07a1fe41.jpg,frog_eye_leaf_spot,train
plant_pathology_32,d748d269c7610d75.jpg,healthy,train
plant_pathology_33,f2e3c61f5985f009.jpg,powdery_mildew,train
plant_pathology_34,ee2780ff9d471908.jpg,scab,train
plant_pathology_35,9849732bc93267d9.jpg,healthy,train
plant_pathology_36,f88f7f648108479d.jpg,scab,train
plant_pathology_37,83f6eb92b4a9a454.jpg,healthy,train
plant_pathology_38,b4d6d8c04db607b5.jpg,healthy,train
plant_pathology_39,ca1dd4d2ef8c870a.jpg,frog_eye_leaf_spot,train
plant_pathology_40,d078ababdffa0201.jpg,scab,train
plant_pathology_41,da45e0fa5bccbd00.jpg,rust,train
plant_pathology_42,d7edebd40042c2ab.jpg,scab,train
plant_pathology_43,eaed96a48b728153.jpg,scab,train
plant_pathology_44,fba4c2c5a64b24da.jpg,healthy,train
plant_pathology_45,82ee15ccbc7470cb.jpg,healthy,train
plant_pathology_46,ffe142d29f9a081a.jpg,scab,train
plant_pathology_47,966e8204e3be42bf.jpg,scab,train
plant_pathology_48,8f381b679cb0d0d9.jpg,scab,train
plant_pathology_49,d5f91b139243d4e2.jpg,powdery_mildew,train
plant_pathology_50,d5adcadc1d312525.jpg,frog_eye_leaf_spot,train
plant_pathology_51,c7b478d648931597.jpg,scab,train
plant_pathology_52,b2a2b59f8d6d1017.jpg,scab,train
plant_pathology_53,aa73556daa1056cd.jpg,healthy,train
plant_pathology_54,991ac8d8b08ff05f.jpg,healthy,train
plant_pathology_55,adfc75ca5818c496.jpg,scab,train
plant_pathology_56,c1c61c8270af577d.jpg,scab,train
plant_pathology_57,84bd249a33788fa7.jpg,healthy,train
plant_pathology_58,b19f0f2e611633a9.jpg,frog_eye_leaf_spot,train
plant_pathology_59,ff9f8050aa362e43.jpg,scab,train
plant_pathology_60,c292bc3e8758ee61.jpg,healthy,train
plant_pathology_61,b0e6c182055afdf5.jpg,scab,train
plant_pathology_62,89f0be0b882f5557.jpg,scab,train
plant_pathology_63,91da79b829d534e8.jpg,scab,train
plant_pathology_64,bc89929e6a596c35.jpg,healthy,train
plant_pathology_65,9d34d9258879ed19.jpg,scab,train
plant_pathology_66,a83cd5c7e1a48f62.jpg,frog_eye_leaf_spot,train
plant_pathology_67,f4c82737028df669.jpg,scab,train
plant_pathology_68,fd95c0d0784a7571.jpg,healthy,train
plant_pathology_69,fa9fd0aa2a361aa1.jpg,healthy,train
plant_pathology_70,9285d27e2b3725a5.jpg,scab,train
plant_pathology_71,c1d03ec86a65ecb6.jpg,frog_eye_leaf_spot,train
plant_pathology_72,88f570d396e01de3.jpg,frog_eye_leaf_spot,train
plant_pathology_73,d4ceaaa7124ea783.jpg,frog_eye_leaf_spot,train
plant_pathology_74,fb30c0f52e475256.jpg,healthy,train
plant_pathology_75,8e98e20ace1abaeb.jpg,healthy,train
plant_pathology_76,e569e742d9fa0123.jpg,frog_eye_leaf_spot,train
plant_pathology_77,e63ab47a94411ced.jpg,healthy,train
plant_pathology_78,f70792617c14f48e.jpg,scab,train
plant_pathology_79,e1c14afb0b45b764.jpg,frog_eye_leaf_spot,train
plant_pathology_80,eafed023ac463ea0.jpg,scab,train
plant_pathology_81,b5c1d208d72d967c.jpg,scab,train
plant_pathology_82,b4d0d2d089b5d9d5.jpg,frog_eye_leaf_spot,train
plant_pathology_83,d6e0955da2566a4e.jpg,rust,train
plant_pathology_84,aaa555a5aaabb292.jpg,scab,train
plant_pathology_85,bad6cdcbc493a064.jpg,rust,train
plant_pathology_86,a1b0d2d51d5f1a95.jpg,rust,train
plant_pathology_87,ae95c30fcd622c71.jpg,scab,train
plant_pathology_88,85acd23a0b659d97.jpg,rust,train
plant_pathology_89,bf3d819ac0c3dd0c.jpg,rust,train
plant_pathology_90,80decb70b3295bb2.jpg,healthy,train
plant_pathology_91,8b1fba5efa125418.jpg,healthy,train
plant_pathology_92,c9c2b57f1438b62c.jpg,healthy,train
plant_pathology_93,950dca6ab63c4be8.jpg,scab,train
plant_pathology_94,b0dbdb61bc663092.jpg,scab,train
plant_pathology_95,c0cbd4be96b58721.jpg,frog_eye_leaf_spot,train
plant_pathology_96,fdc85a88cfc78682.jpg,frog_eye_leaf_spot,train
plant_pathology_97,bfc86719271047f1.jpg,scab,train
plant_pathology_98,c1e3f343646c1f58.jpg,scab,train
plant_pathology_99,845e6e3b919ed660.jpg,healthy,train
plant_pathology_100,c88e88dd80f9bf51.jpg,healthy,train
plant_pathology_101,ba3dc39ed5984251.jpg,frog_eye_leaf_spot,train
plant_pathology_102,bed0a9764b8d0d31.jpg,rust,train
plant_pathology_103,f80f89f0d0c671cd.jpg,healthy,train
plant_pathology_104,d8b636c6e1a1eb22.jpg,powdery_mildew,train
plant_pathology_105,95f565a7c849634c.jpg,powdery_mildew,train
plant_pathology_106,d82f93d9a31905f8.jpg,healthy,train
plant_pathology_107,e2b535c80d26bd2b.jpg,frog_eye_leaf_spot,train
plant_pathology_108,c2963c6de14ede18.jpg,frog_eye_leaf_spot,train
plant_pathology_109,81d5c3709f4e314f.jpg,rust,train
plant_pathology_110,ea01f3d49b327952.jpg,rust,train
plant_pathology_111,e573c213ab413dcc.jpg,healthy,train
plant_pathology_112,c783c6c3ce15dc19.jpg,frog_eye_leaf_spot,train
plant_pathology_113,a0acbcb49c5c172f.jpg,frog_eye_leaf_spot,train
plant_pathology_114,af60c467c7278387.jpg,frog_eye_leaf_spot,train
plant_pathology_115,e007da8a3d88a3fe.jpg,scab,train
plant_pathology_116,d2b2db99c945c44e.jpg,frog_eye_leaf_spot,train
plant_pathology_117,9dfc3532f494c0cc.jpg,powdery_mildew,train
plant_pathology_118,fddb85ca0c2e3434.jpg,scab,train
plant_pathology_119,d73fd380c5c3e0c8.jpg,scab,train
plant_pathology_120,e536de6339cc2889.jpg,scab,train
plant_pathology_121,f7fd00f08226365e.jpg,scab,train
plant_pathology_122,f8963e18e5453752.jpg,scab,train
plant_pathology_123,8f20be1ad23cd725.jpg,scab,train
plant_pathology_124,d007233d89f3eaf0.jpg,healthy,train
plant_pathology_125,b1bd5b405ae45a2d.jpg,frog_eye_leaf_spot,train
plant_pathology_126,9d751601cf3f30f0.jpg,scab,train
